Topics,Menus,Title,Authors,Date,Images,Text
Markets,/markets/commodities/,Column: Philippines set to go from renewable laggard to leader in SE Asia,Gavin Maguire,2023-03-14 09:18:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/O4MKWMLPMRN7DIUDVBL5Z5TXTU.jpg,"LITTLETON, Colorado, March 13 (Reuters) - The Philippines is set to leapfrog Vietnam as the main renewable energy producer in Southeast Asia, thanks to an aggressive project development pipeline that will result in a 15-fold boost in combined solar and wind power by 2030.
The Philippines currently ranks a distant second in the region in combined solar and wind power generation, with 1,766 megawatts (MW) of installed capacity, compared with 12,379 MW in Vietnam, data from Global Energy Monitor (GEM) shows.
By 2030, however, the Philippines will have added 17,809 MW of solar capacity and 7,856 MW of wind power to emerge as the top green power producer in Southeast Asia, one of the world's fastest-growing economic regions.
The rapid expansion in renewable energy supplies comes at a potentially critical time for the country's energy sector.
Philippine power producers relied on coal for nearly 60% of their electricity generation in 2022 and have increased coal-fired power emissions by more than 40% since 2017 to fuel the country's rapidly growing economy, which expanded by more than 7% in 2022.
View 2 more stories 
With real gross domestic product (GDP) set to expand by 5.8% in 2023, according to Goldman Sachs, and remain one of the region's fastest-growing economies over the next decade, the country has the potential to steeply increase fossil fuel emissions unless large increases in renewable power can be brought online.
A major driver behind the green power push is the looming depletion of the Malampaya gas field, which was by far the country's largest source of gas but is expected to run dry within five years.
With imports of natural gas much more expensive than domestically supplied gas, and emissions from coal-fired power generation already at record highs, the government has unveiled an array of measures designed to spur growth in renewable energy supply capacity.
A key new policy shift that was announced in late 2022 has been the removal of stipulations that require energy assets to be owned by Filipinos.
Previously, those strict ownership rules limited foreign participation in the Philippines' energy sector to a handful of oil and gas majors.
Going forward, however, the combination of new ownership rules and strong energy demand growth is expected to lure growing interest from global firms engaged in renewable energy construction, including nine Chinese firms that committed a collective $13.76 billion in investment in the sector in January.
Firms from other countries are also expected to look for opportunities in the Philippines, which has ""excellent resource potential and a strong financing environment, with public and private sector interest in renewables investment,"" according to the International Renewable Energy Agency (IRENA.)
TURNAROUND
Most of the swell in solar capacity already planned is set to emerge in 2025 and 2027, while the expansion in wind capacity is set to come nearer the end of the decade, GEM data shows.
In combination, those capacity additions should exceed any expansions in coal-fired power over the same period, and help boost clean power's share in the Philippines' electricity generation mix from 22.5% in 2022, according to data from Ember.
More clean power generation should also help the Philippines close the clean energy gap with the rest of Asia. For the whole continent, around 32% of electricity came from clean sources in 2022.
In turn, a greater proportion of power from clean sources should help the Philippines attract more manufacturing and other industries. The country is already a major producer of pharmaceuticals, electronics and semiconductors and is considered an attractive destination for firms looking to relocate operations outside of China.
Vietnam, Thailand and Indonesia are all also expected to rapidly increase renewable energy supply capacity over the coming years, and may sporadically compete with the Philippines as green energy hot spots.
But the combination of aggressive government policy, an urgent drop in domestic fossil fuel supplies and projections for continued rapid energy demand growth look set to push the Philippines into the top tier of all renewable energy growth markets by 2030.
The opinions expressed here are those of the author, a columnist for Reuters.
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
Gavin Maguire is the Global Energy Transition Columnist. He was previously Asia Commodities and Energy editor.
"
Markets,/markets/us/,Solar firms Sunnova and Sunrun shed light on exposure to Silicon Valley Bank,Reuters,2023-03-10 22:06:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/4UETKLBPTNKW7BA6XNVX2SCQKM.jpg,"March 10 (Reuters) - Residential solar companies Sunrun Inc (RUN.O) and Sunnova Energy (NOVA.N) on Friday disclosed their exposure to SVB Financial Group (SIVB.O), which has been closed down by California banking regulators.
Sunrun stated SVB was one of the lenders in two of its credit facilities, but said it was less than 15% of its total hedging facilities and does not anticipate significant exposure.
Sunrun has cash deposits with SVB totaling nearly $80 million, while SVB's undrawn commitment in the non-recourse senior aggregation warehouse facility is about $40 million.
Sunnova also views its exposure to SVB as negligible since it does not hold cash deposits or securities with the financial group. However, one of its subsidiaries is part of a credit facility where SVB serves as a lender.
SVB has unfunded commitments of $15 million under the Back-Leverage Facility, which is one of three warehouse facilities currently entered into by Sunnova's subsidiaries, with a total commitment of $1.35 billion.
View 2 more stories 
""SVB has been involved in lending to countless renewable energy companies, including solar… this is nothing unique with Sunrun,"" said Pavel Molchanov, an analyst with Raymond James.
California banking regulators closed startup-focused lender SVB on Friday, which does business as Silicon Valley Bank, making it the largest bank failure since the 2008 financial crisis.
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/europe/,Kremlin: No risk to Russia from failure of SVB bank in US,Reuters,2023-03-14 10:30:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/XYXTI3AQCNIZBNYHSM3ZZTDKMA.jpg,"MOSCOW, March 14 (Reuters) - There is no risk to Russia from the failure of Silicon Valley Bank (SVB) in the United States because it is largely cut off from the Western financial system, the Kremlin said on Tuesday.
Asked whether Russia faced risks from the fallout of SVB's collapse, which has slammed financial markets in the United States, Europe and Asia, Kremlin spokesman Dmitry Peskov said: ""There are practically none right now.""
He added: ""Our banking system has certain connections with some segments of the international financial system, but it is mostly under illegal restrictions"" - a reference to Western sanctions on Russia's economy and most of its leading banks.
""We are, to a certain extent, insured against the negative impact of the crisis that is currently unfolding overseas,"" Peskov told reporters.
Startup-focused lender SVB Financial Group (SIVB.O) became the largest bank to fail since the 2008 financial crisis, in a collapse that has roiled global markets.
View 2 more stories 
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/us/,Futures steady as banks rebound; inflation data on tap,Reuters,2023-03-14 12:36:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/4J7GPZ7ODRJCHJUK5DVTNKSSEI.jpg,"March 14 (Reuters) - U.S. stock index futures extended gains on Tuesday as a moderation in February's consumer prices kept hopes alive that the Federal Reserve would pause interest rate hikes at its next meeting.
The Labor Department's report showed the consumer price index (CPI) rose 0.4% in February on a monthly basis, in line with expectations.
Traders' bets that the central bank will hold rates at the current level at its March meeting stayed at 23%, while bets of a 25 basis point rate hike stood at 77% earlier.
All eyes are on the CPI report as the recent collapse of Silicon Valley Bank has spurred hopes that the central bank would soften its policy stance to avoid a broader financial crisis.
At 8:32 a.m. ET, Dow e-minis were up 253 points, or 0.79%, S&P 500 e-minis were up 35.5 points, or 0.92%, and Nasdaq 100 e-minis were up 100.5 points, or 0.84%.
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/swedish-cbank-chief-says-inflation-too-high-2023-03-14/,Swedish c.bank chief says data key to April rate decision as uncertainty mounts,Reuters,2023-03-14 12:26:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/SCSY675Q7NLXJP4YADHBN7LIRA.jpg,"STOCKHOLM, March 14 (Reuters) - Sweden's central bank still expects to hike rates by a quarter or half percentage point in April, but market turbulence in the United States means incoming data will be decisive for policy, Riksbank Governor Erik Thedeen said on Tuesday.
The sudden collapse of Silicon Valley Bank and Signature Bank pressured global bank stocks further on Tuesday, following sharp losses on Monday, as investors fretted over the financial health of some lenders, despite assurances from U.S. President Joe Biden and other policymakers.
The developments have ratcheted up uncertainty about how monetary policy will now develop worldwide.
""We are following developments in the financial markets, and we currently consider there to be no risk to financial stability in Sweden,"" Thedeen said in a statement before giving testimony to parliament's finance committee.
""At the same time, it is not unusual for turbulence in foreign capital markets to spill over into Sweden. We are therefore closely monitoring the situation and, as always, we are prepared to take action in the event of a rapid change.""
View 2 more stories 
Thedeen said the impact might be felt in higher borrowing costs for companies or weaker developments in the stock market and across the wider economy.
It is too early to tell what effect the turbulence will have on monetary policy, he added.
""A few weeks ago, many though we would need to hike (rates) more because incoming data pointed in that direction,"" Thedeen later told reporters after giving his testimony.
""Now many believe we need to hike less. My conclusion is that it is very sensible to continue to look at the incoming data and make a decision (on monetary policy) at the end of April,"" he added.
Inflation figures for February are due on Wednesday.
After the collapse of SVB and Signature Bank, markets have been re-pricing the monetary policy outlook across the globe, reckoning on fewer rate hikes.
Markets had been pricing in a peak in the Swedish policy rate at around 4.1%.Now the peak is seen at roughly 3.6%.
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/europe/,Hugo Boss sees slowing sales but confident on China growth,Linda Pasquini,2023-03-09 17:18:00+00:00,,"March 9 (Reuters) - German fashion house Hugo Boss (BOSSn.DE) on Thursday forecast slower sales and earnings growth for 2023, sending its shares down as much as 4%.
The luxury group faces tougher comparison figures in 2023 after it rode the wave of a brand revamp last year. There are also market concerns that China's reopening will provide only a limited boost due the company's low exposure to the world's second biggest economy.
Hugo Boss, known for its smart men's suits, sees mid-single-digit percentage growth in annual sales and an operating profit of between 350 million and 375 million euros ($370 million and $396 million), or 5% to 12% growth.
Its 2022 sales rose 27% to 3.65 billion euros while operating earnings grew 47% to 335 million euros, as announced in January.
Cédric Rossi, analyst at Bryan Garnier, told Reuters lack of any positive surprise in the 2022 results and 2023 outlook might have triggered some profit-taking.
View 2 more stories 
Rossi said investors were betting on China's reopening, which he said could appear as a weakness for Hugo Boss as China sales accounted for 6% of group sales in 2022.
Chief Executive Daniel Grieder told reporters he was ""very confident"" the company could grow in China, seeing upscale opportunities with ""lot of upside"" in China and Asia despite uncertain timing and pace of recovery.
Hugo Boss expects its Asia-Pacific sales to rise ""in the teens"" percentage range this year, against a 10% increase in 2022.
Grieder said management was convinced Hugo Boss could outperform the sector despite economic and political uncertainties in 2023.
""The first two months (of 2023) show that we can continue with the momentum,"" he said.
Hugo Boss shares, which up to Wednesday's close had gained more than 45% from their November lows, were down 1.5% at 1147 GMT.
($1 = 0.9465 euros)
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/europe/,Michelin says now in talks with local player for purchase of its Russian assets,Reuters,2023-03-09 16:55:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/K2M3GICAQVJ67BHBUCX456L3VM.jpg,"PARIS, March 9 (Reuters) - French tyre maker Michelin (MICP.PA) has shelved plans to sell its Russian business to its local management and is now in discussions with a local player, a company spokesperson said on Thursday, adding Michelin hoped to reach an agreement ""soon"".
The first Western tyre maker to enter Russia in 2004, Michelin announced suspension of its industrial activity in Russia in March 2022, soon after Moscow had invaded Ukraine. It later said it planned to hand over its Russian activities to a new entity under local management by the end of the year.
""We are now discussing a purchase by a local player...We dropped the idea of a purchase by local management because this was too complex,"" the spokesperson said without naming the potential buyer.
A slew of companies have announced plans to stop doing business in Russia but many have found the actual asset unwinding process complex and costly.
Russian daily Kommersant reported on Tuesday that Michelin's factory in the Moscow region with production capacity of 1.5 million-2 million tyres a year will be sold to Power International-shiny, a Russian tyre distributor, in a deal which is now close to completion.
View 2 more stories 
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/commodities/,"PepsiCo, FrieslandCampina ask suppliers to stop buying AAL palm oil",Jessica DiNapoli,2023-03-13 12:58:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/CC4NR4MCTJKGZD4CUSZ4SMJ2OU.jpg,"NEW YORK, March 10 (Reuters) - (This March 10 story has been corrected to make clear that the suppliers were asked to stop buying from AAL, in the headline)
U.S. soda and food maker PepsiCo Inc (PEP.O) and Dutch dairy producer FrieslandCampina N.V. have asked their suppliers to cease buying palm oil from plantation owner Astra Agro Lestari (AALI.JK), accused by environmental groups of land and human- rights abuses.
Corporate supply chains are under scrutiny as regulators and investors increasingly consider environmental and social impacts, and as consumers worry about climate change and biodiversity loss.
Environmental groups last year found that Jakarta-based palm oil producer Astra Agro Lestari (AAL) did not obtain consent from local communities before claiming land, improperly disposed of waste and cleared areas leading to flooding in Indonesia.
The findings spurred some major consumer products and packaged food manufacturers, which widely use palm oil, to cut ties with the agricultural company.
AAL late last year said it would appoint ""an independent third party to review the allegations and any other issues that may arise in relation to them,"" and will publish the findings of the review, following the NGO's report.
View 2 more stories 
Doritos maker PepsiCo and FrieslandCampina, which produces Friso infant formula, join companies including Tide manufacturer Procter & Gamble Co (PG.N) and Nescafe owner Nestle SA (NESN.S) in suspending business with AAL.
A PepsiCo spokesperson told Reuters the company is ""engaging with suppliers who continue to source from (AAL) and have asked that they suspend the mills identified as being potentially linked to the grievance and underlying allegations."" PepsiCo does not directly source from AAL, the spokesperson said.
FrieslandCampina said it started examining its relationship with AAL in the fall after receiving critical questions from an environmental nonprofit.
“That motivated us to conduct a further investigation. On the basis of the findings, we asked our supplier to no longer source materials from this supplier,” a spokesperson said.
Palm oil is used to create soap, provide taste and texture and keep chocolate from melting, among other purposes, according to the World Wildlife Fund.
An AAL spokesperson said it had no direct commercial relationship with PepsiCo or FrieslandCampina, and the companies had not contacted them about the issue.
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
New York-based reporter covering U.S. consumer products and the companies that make them, and the role they play in the economy. Previously reported on corporate boards and distressed companies. Her work has included high-impact stories on CEO pay, Wall Street bubbles and retail bankruptcies.

Signal app: 845-591-4428
"
Markets,/markets/australia-business-activity-strong-feb-even-confidence-wanes-2023-03-14/,"Australia business activity strong in Feb, even as confidence wanes",Reuters,2023-03-14 00:33:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/NNZI2RUJDZPZFCSOEW35AYGK2Q.jpg,"SYDNEY, March 14 (Reuters) - Australian business conditions remained resilient in February with sales and employment strong, even as confidence took a turn for the worse amid high inflation and rising interest rates.
The survey from National Australia Bank Ltd (NAB) (NAB.AX) released on Tuesday showed its index of business conditions dipped one point to +17 in January, still well above its long-run average.
The volatile measure of confidence fell back to -4, erasing January's bounce to +6.
""Overall, the survey confirms the ongoing resilience of the economy through the first months of 2023, though we continue to expect a more material slowdown in demand later in the year when the full effect of rate rises has passed through,"" said Alan Oster, NAB's chief economist.
The survey paints a mixed picture for the Reserve Bank of Australia (RBA) which cited the strength of business activity as one reason it hiked interest rates to a decade-high of 3.6% this month.
View 2 more stories 
Markets had thought another two hikes were likely, until turmoil in the U.S. banking sector radically altered thinking on policy tightening worldwide.
Now, swaps and futures imply only a minor chance the RBA will lift rates at its April meeting, and suggest it could be done tightening altogether.
The survey was conducted from Feb. 20 to 28, so it missed the recent chaos in financial markets after Silicon Valley Bank's collapse.
Conditions were generally upbeat with the survey's measure of sales at a very high +27 in February, supported by historically low unemployment and rapid population growth.
Measures of employment edged up 1 point to +11, while profitability eased a touch to +14.
The survey's measure of labour costs ticked up to a quarterly rate of 2.8%, but retail price growth eased to 1.9%.
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/australia-consumer-mood-stuck-doldrums-march-2023-03-13/,Australia consumer mood stuck in the doldrums in March,Reuters,2023-03-13 23:38:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/5C57QBF4JRJOLERHIHGFYXWOKA.jpg,"SYDNEY, March 14 (Reuters) - Australian consumer sentiment stayed stuck at historically depressed levels in March amid concerns over inflation and interest rates, a survey showed on Tuesday, with the appetite for buying big-ticket items especially weak.
The Westpac-Melbourne Institute index of consumer sentiment was unchanged in March, following a dive of 6.9% the month before. The index reading of 78.5 meant pessimists greatly outnumber optimists.
""Index reads below 80 are rare, back-to-back reads even rarer,"" noted Westpac chief economist Bill Evans. ""Both the COVID shock and the Global Financial Crisis saw only one month of sentiment at these levels.""
The result was echoed by a weekly survey from ANZ which showed a 2.9% drop to the lowest since April 2020, when the pandemic closed much of the country.
Both found mortgage holders and tenants were particularly gloomy after the Reserve Bank of Australia (RBA) lifted its cash rate a quarter point to 3.60% on March 7.
View 2 more stories 
Markets had thought another two rate hikes were possible, until turmoil in the U.S. banking sector radically altered thinking on policy tightening world wide.
Now, swaps and futures imply only a minor chance the RBA will lift rates at its April meeting and could, in fact, be done tightening altogether.
The impact of higher borrowing costs on household budgets was already clear with the Westpac measure of whether it was a good time to buy a major household item sliding 4% to the lowest in over a decade.
The index of the economic outlook for the next 12 months dropped 2.3%, though the outlook for the next five years did bounce 5.6%.
The survey's measure of family finances compared with a year ago edged up 2.2% after diving in February, while the outlook for finances over the next 12 months fell 1.8%.
Our Standards: The Thomson Reuters Trust Principles.
"
Markets,/markets/tsx-futures-subdued-ahead-us-inflation-data-2023-03-14/,TSX futures subdued ahead of U.S. inflation data,Reuters,2023-03-14 11:27:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/FJH7D35NYJOTDDNS3MOHMYOJGA.jpg,"March 14 (Reuters) - Futures for Canada's main stock index were subdued on Tuesday, as worries about the fallout from the collapse of Silicon Valley Bank (SVB) continued to weigh, while markets awaited U.S. inflation data.
Futures on the S&P/TSX index were up 0.1% at 6:48 a.m. ET (1048 GMT), mirroring a rise in U.S. counterparts.
Investors will be eyeing U.S. inflation data due 8:30 a.m. ET on Tuesday for cues on where the Federal Reserve stands on further monetary policy tightening ahead of its interest rate decision next week.
A Reuters poll of economists showed that the U.S. Consumer Price Index (CPI) likely increased by 0.4% last month, after rising 0.5% in January, amid sticky rental housing costs. On a yearly basis, CPI grew 6.0% in February, moderating from a 6.4% rise the previous month.
The benchmark Canadian index (.GSPTSE) had recorded its lowest closing in over two months on Monday as financials (.SPTTFS), its biggest sector, logged a more than 2% decline.
View 2 more stories 
Financial stocks around the world have been under immense selling pressure after SVB's closing by U.S. authorities sparked contagion fears.
Canada's Deputy Prime Minister and Finance Minister Chrystia Freeland met with the country's banking regulator and heads of financial institutions after regulators took temporary control of SVB's Canadian unit.
The aftershock of SVB's collapse reverberated in the oil market, knocking oil prices down over 2%.
Materials and energy companies have a combined weightage of about 31% on the main index.
Gold prices edged lower as the dollar regained strength ahead of U.S. inflation data.
Investors would also watch out for Canadian manufacturing sales data for January due before markets open.
Our Standards: The Thomson Reuters Trust Principles.
"
americas,/world/americas/,Why Canada asylum seekers are using unofficial US border crossings,Anna Mehler Paperny,2023-03-11 16:53:00+00:00,,"CHAMPLAIN, New York and WASHINGTON, March 11 (Reuters) - Bookseller Zulema Diaz fled her native Peru after being kidnapped, beaten and robbed, hoping to find safety in the United States. Instead, she said she experienced homelessness and sexual harassment as she worked off-the-books on a hospital cleaning crew.
So when Diaz, 46, heard New York City was distributing free bus tickets, she said she hopped on a bus for Plattsburgh, a town close to the Canadian border, then took a taxi to the irregular crossing at Roxham Road to enter Canada and file an asylum claim.
A sharp increase in asylum seekers entering Canada through unofficial crossings -- including many whose bus fares were paid by New York City and aid agencies -- is intensifying the pressure on Prime Minister Justin Trudeau to reach an agreement with President Joe Biden to close off the entire land border to most asylum seekers.
Canadian immigration minister Sean Fraser discussed irregular migration with U.S. Homeland Security Secretary Alejandro Mayorkas in Washington, D.C., this week. Trudeau has said he would raise the issue when Biden visits Ottawa on March 23-24.
View 2 more stories 
Many of the arrivals abandoned plans to seek asylum in the United States, deterred by long processing times and restrictive definitions for asylum, according to aid officials and interviews with asylum seekers.
On a snowy day in late February, about three dozen asylum seekers, some wheeling suitcases, others carrying backpacks, trudged along a snow path from New York State to Quebec.
For Diaz, the city's payment of the roughly $150 fare to Plattsburgh offered an extra incentive for a decision she had been weighing for months.
""This presented itself like a miracle,"" she said. After arriving in the U.S. in June last year, she was given a January 2024 date to appear in U.S. immigration court.
""I felt protected in the United States, it just takes a long time to process the documents.""
New York City has been providing bus and plane tickets to homeless people who can demonstrate a source of support in other cities and countries since 2007. Refugee aid groups began offering free bus tickets to migrants in August last year but said they stopped in November for cost reasons. New York City said it began its effort in September.
The office of New York City Mayor Eric Adams would not say how many tickets the city and partnered charity organizations purchased for migrants. Reuters requested comment from mayoral spokespeople Kate Smart and Fabien Levy; the mayor's immigrant affairs office; the Department of Homeless Services, and SLSCO, the contractor that handles the ticket distribution.
Smart said migrants choose their destinations.
""To be clear, New York City has not sent people to anywhere in Canada,"" Smart said. ""We want to help asylum seekers stabilize their lives whether in New York City or elsewhere.""
The U.S. Department of Homeland Security declined to comment on processing times in the U.S. asylum system. The Biden administration has called on Congress to overhaul immigration laws.
Almost 40,000 asylum seekers entered Canada through irregular border crossings from the United States last year -- nine times higher than in 2021, when pandemic restrictions were still in place, and more than double the nearly 17,000 who crossed in 2019. Almost 5,000 entered in January alone, according to the most recent figures from the Canadian government.
Canada accepted more than 46% of irregular asylum claims in the 12-month period ending Sept. 30, according to Canadian government data. U.S. immigration courts approved 14% of asylum claims in the same period, according to U.S. government data.
At the end of last year, Canada had more than 70,000 pending refugee claims. The United States had about 788,000 pending asylum cases in U.S. immigration court.
Nigerian, Haitian and Colombian nationals accounted for nearly half of the irregular claims in Canada, according to previously unreported data from the Immigration and Refugee Board.
While the Safe Third Country Agreement allows U.S. and Canadian officials to turn back asylum seekers in both directions at formal ports of entry, it does not apply to unofficial crossings like Roxham Road.
A Canadian government official who was not authorized to speak on the record told Reuters the U.S. has little incentive to agree to expand the agreement to the entire 4,000-mile border.
Asylum seekers in the United States wait more than four years on average to appear in immigration court, according to Syracuse University's Transactional Records Access Clearinghouse. It takes at least six months after filing a refugee claim to get a work permit, according to U.S. Citizenship and Immigration Services.
""People are discouraged with the long, long timeline they have for getting working papers and asylum hearings,"" said Ilze Thielmann, director of Team TLC NYC, which aids migrants arriving in New York.
In Canada the average processing time for refugee claims was 25 months in the first 10 months of 2022. That’s up from 15 months in 2019, according to the Immigration and Refugee Board.
Raymond Theriault, 47, said he left his home in the Nicaraguan mining town of Bonanza aiming to connect with relatives in Canada, where he said his late father was born.
Theriault said he had struggled to find steady work and that local officials blocked him from opening a small seafood restaurant after he criticized the government.
After crossing into the U.S. at El Paso in November, he visited a daughter in West Virginia entering Canada at Roxham Road last month. In New York City, he paid $140 for a bus ticket to Plattsburgh.
Now at a government-paid hotel in Niagara Falls, he said he is happy with his decision to go to Canada.
""There is more support, they're more humanitarian,"" he said. ""In the United States ... if you die of hunger, that's your problem.""
The Quebec government has said the increase in asylum seekers is straining its capacity to house people and provide basic services. The federal government said it has relocated more than 5,500 asylum seekers to other provinces since June, the first time it has done so.
In his downtown Montreal office, refugee lawyer Pierre-Luc Bouchard said he has never been so busy.
""I have limited resources. I can't take everybody,"" he said. ""My staff is getting tired of saying 'No.'""
RISING NUMBERS IN BOTH DIRECTIONS
Irregular crossings into the United States are also increasing.
U.S. Border Patrol said it apprehended more than 2,200 people crossing between ports of entry in the four months since October, nearly as many as in all of fiscal year 2022. The force said it deployed an additional 25 agents to the stretch of border that includes Champlain, New York, where most migrants were apprehended.
Immigration experts said closing off the border to asylum seekers could push migrants to take even riskier routes. Last year an Indian family of four froze to death in Canada's province of Manitoba as they were trying to cross the border into the United States.
""You’re just going to see people making more risky and dangerous choices and we’re going to see more tragedies happen,"" said University of Ottawa immigration law professor Jamie Chai Yun Liew.
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
Toronto-based correspondent covering among other topics migration and health.
"
